drugbank_id	hmdb_id
DB02958	HMDB60257
DB02959	HMDB00472
DB02959	HMDB15571
DB02969	HMDB32985
DB02994	HMDB11625
DB02995	HMDB31404
DB03025	HMDB31299
DB03029	HMDB59851
DB03034	HMDB01929
DB03034	HMDB15296
DB03041	HMDB00935
DB03041	HMDB12302
DB03041	HMDB12304
DB03057	HMDB06112
DB03059	HMDB01484
DB03066	HMDB00190
DB03066	HMDB01311
DB03085	HMDB00115
DB03087	HMDB37140
DB03088	HMDB00267
DB03088	HMDB00805
DB03088	HMDB60262
DB03089	HMDB00191
DB03089	HMDB06483
DB03101	HMDB01489
DB03103	HMDB01274
DB03105	HMDB31658
DB03106	HMDB00211
DB03106	HMDB06088
DB03106	HMDB34220
DB03107	HMDB00056
DB03109	HMDB00212
DB03109	HMDB00215
DB03109	HMDB00803
DB03109	HMDB00853
DB03109	HMDB01129
DB03111	HMDB01109
DB03119	HMDB29603
DB03120	HMDB59933
DB03125	HMDB14583
DB03128	HMDB00895
DB03134	HMDB34252
DB03142	HMDB00283
DB03142	HMDB12325
DB03143	HMDB31265
DB03144	HMDB04224
DB03147	HMDB01248
DB03156	HMDB00127
DB03156	HMDB03363
DB03156	HMDB03402
DB03156	HMDB38491
DB03158	HMDB00968
DB03166	HMDB00042
DB03170	HMDB01373
DB03175	HMDB00820
DB03192	HMDB03938
DB03193	HMDB00827
DB03201	HMDB00574
DB03201	HMDB03417
DB03203	HMDB00252
DB03206	HMDB35359
DB03222	HMDB01532
DB03226	HMDB59596
DB03227	HMDB00229
DB03227	HMDB59645
DB03229	HMDB00695
DB03246	HMDB00283
DB03246	HMDB12325
DB03247	HMDB01520
DB03252	HMDB00182
DB03252	HMDB03405
DB03255	HMDB00228
DB03256	HMDB01562
DB03256	HMDB02140
DB03258	HMDB00998
DB03264	HMDB03571
DB03266	HMDB29599
DB03271	HMDB00038
DB03277	HMDB01262
DB03277	HMDB06857
DB03277	HMDB38852
DB03278	HMDB02994
DB03278	HMDB04136
DB03283	HMDB00174
DB03283	HMDB00849
DB03283	HMDB03081
DB03283	HMDB29196
DB03283	HMDB59624
DB03283	HMDB59625
DB03285	HMDB37316
DB03292	HMDB00370
DB03293	HMDB01973
DB03303	HMDB00346
DB03310	HMDB03337
DB03313	HMDB60450
DB03320	HMDB02006
DB03322	HMDB01849
DB03323	HMDB00055
DB03323	HMDB00163
DB03323	HMDB00186
DB03323	HMDB29902
DB03323	HMDB29933
DB03323	HMDB33368
DB03323	HMDB37138
DB03323	HMDB41627
DB03328	HMDB03276
DB03344	HMDB03529
DB03357	HMDB00703
DB03362	HMDB13287
DB03374	HMDB03474
DB03380	HMDB13319
DB03381	HMDB01551
DB03389	HMDB00098
DB03389	HMDB00646
DB03389	HMDB12194
DB03397	HMDB00290
DB03397	HMDB00304
DB03397	HMDB13112
DB03397	HMDB60522
DB03401	HMDB01143
DB03401	HMDB01498
DB03403	HMDB00095
DB03407	HMDB02916
DB03408	HMDB01049
DB03411	HMDB39499
DB03413	HMDB01000
DB03416	HMDB02666
DB03419	HMDB00300
DB03423	HMDB11117
DB03426	HMDB11132
DB03429	HMDB56960
DB03430	HMDB60318
DB03432	HMDB02166
DB03432	HMDB02299
DB03432	HMDB03911
DB03435	HMDB00295
DB03440	HMDB13034
DB03460	HMDB03101
DB03461	HMDB00217
DB03462	HMDB00262
DB03463	HMDB59924
DB03465	HMDB00362
DB03465	HMDB03391
DB03467	HMDB02670
DB03470	HMDB60520
DB03478	HMDB59656
DB03481	HMDB60401
DB03484	HMDB59660
DB03485	HMDB00174
DB03485	HMDB00849
DB03485	HMDB03081
DB03485	HMDB29196
DB03485	HMDB59624
DB03485	HMDB59625
DB03489	HMDB01353
DB03491	HMDB00960
DB03493	HMDB01107
DB03499	HMDB00156
DB03499	HMDB00744
DB03499	HMDB31518
DB03500	HMDB01160
DB03501	HMDB00286
DB03501	HMDB00302
DB03501	HMDB60079
DB03511	HMDB00127
DB03511	HMDB03363
DB03511	HMDB03402
DB03511	HMDB38491
DB03512	HMDB01039
DB03512	HMDB02111
DB03514	HMDB13744
DB03518	HMDB00227
DB03518	HMDB59629
DB03519	HMDB13716
DB03528	HMDB00050
DB03528	HMDB14340
DB03542	HMDB00213
DB03542	HMDB01313
DB03542	HMDB02985
DB03542	HMDB06814
DB03552	HMDB59720
DB03553	HMDB00661
DB03560	HMDB11718
DB03561	HMDB29597
DB03563	HMDB59907
DB03566	HMDB01257
DB03567	HMDB00212
DB03567	HMDB00215
DB03567	HMDB00803
DB03567	HMDB00853
DB03567	HMDB01129
DB03568	HMDB00039
DB03574	HMDB12943
DB03582	HMDB01199
DB03587	HMDB01167
DB03589	HMDB31522
DB03590	HMDB01370
DB03593	HMDB59612
DB03600	HMDB00511
DB03601	HMDB29519
DB03603	HMDB00639
DB03603	HMDB00663
DB03603	HMDB29881
DB03610	HMDB14023
DB03612	HMDB01166
DB03614	HMDB02274
DB03614	HMDB03429
DB03614	HMDB06316
DB03618	HMDB01542
DB03618	HMDB06535
DB03619	HMDB00348
DB03619	HMDB00411
DB03619	HMDB00438
DB03619	HMDB00478
DB03619	HMDB00626
DB03619	HMDB02585
DB03633	HMDB11149
DB03644	HMDB01476
DB03652	HMDB00127
DB03652	HMDB03363
DB03652	HMDB03402
DB03652	HMDB38491
DB03659	HMDB31321
DB03661	HMDB02757
DB03671	HMDB60731
DB03675	HMDB12140
DB03680	HMDB35227
DB03681	HMDB00492
DB03681	HMDB02306
DB03681	HMDB15531
DB03685	HMDB00288
DB03688	HMDB00700
DB03690	HMDB00593
DB03696	HMDB01251
DB03696	HMDB31438
DB03696	HMDB37032
DB03699	HMDB01022
DB03700	HMDB00167
DB03700	HMDB04041
DB03704	HMDB02059
DB03708	HMDB01003
DB03709	HMDB11727
DB03715	HMDB59886
DB03721	HMDB00230
DB03721	HMDB00773
DB03723	HMDB06354
DB03733	HMDB29571
DB03740	HMDB00212
DB03740	HMDB00215
DB03740	HMDB00803
DB03740	HMDB00853
DB03740	HMDB01129
DB03741	HMDB02176
DB03741	HMDB33742
DB03750	HMDB00718
DB03751	HMDB01328
DB03751	HMDB06876
DB03756	HMDB02183
DB03760	HMDB12210
DB03761	HMDB60394
DB03765	HMDB11692
DB03766	HMDB00237
DB03769	HMDB29895
DB03773	HMDB00174
DB03773	HMDB00849
DB03773	HMDB03081
DB03773	HMDB29196
DB03773	HMDB59624
DB03773	HMDB59625
DB03774	HMDB02104
DB03775	HMDB03581
DB03776	HMDB03052
DB03776	HMDB06458
DB03779	HMDB11668
DB03784	HMDB02117
DB03793	HMDB01870
DB03796	HMDB00220
DB03796	HMDB60083
DB03798	HMDB01202
DB03800	HMDB01409
DB03815	HMDB41500
DB03817	HMDB02362
DB03817	HMDB06284
DB03822	HMDB12228
DB03823	HMDB38361
DB03823	HMDB38365
DB03829	HMDB01271
DB03832	HMDB00791
DB03839	HMDB00158
DB03840	HMDB01039
DB03840	HMDB02111
DB03843	HMDB01426
DB03847	HMDB41900
DB03852	HMDB04472
DB03854	HMDB02322
DB03863	HMDB33789
DB03866	HMDB03235
DB03867	HMDB01904
DB03868	HMDB12710
DB03882	HMDB00369
DB03882	HMDB00383
DB03882	HMDB00412
DB03882	HMDB00458
DB03882	HMDB00493
DB03882	HMDB00495
DB03882	HMDB00551
DB03882	HMDB00554
DB03882	HMDB60437
DB03884	HMDB00205
DB03884	HMDB31629
DB03886	HMDB00468
DB03886	HMDB00633
DB03886	HMDB00817
DB03894	HMDB15454
DB03896	HMDB03379
DB03896	HMDB12282
DB03897	HMDB02199
DB03900	HMDB31456
DB03902	HMDB02329
DB03904	HMDB00294
DB03911	HMDB00098
DB03911	HMDB00646
DB03911	HMDB12194
DB03912	HMDB01416
DB03915	HMDB06454
DB03918	HMDB00027
DB03918	HMDB00787
DB03918	HMDB59658
DB03926	HMDB00369
DB03926	HMDB00383
DB03926	HMDB00412
DB03926	HMDB00458
DB03926	HMDB00493
DB03926	HMDB00495
DB03926	HMDB00551
DB03926	HMDB00554
DB03926	HMDB60437
DB03929	HMDB00187
DB03929	HMDB03406
DB03931	HMDB01379
DB03934	HMDB00887
DB03934	HMDB03178
DB03934	HMDB37761
DB03937	HMDB01321
DB03943	HMDB00168
DB03943	HMDB33780
DB03945	HMDB01565
DB03946	HMDB01856
DB03947	HMDB00621
DB03947	HMDB00751
DB03947	HMDB01644
DB03951	HMDB01062
DB03951	HMDB01121
DB03951	HMDB02817
DB03955	HMDB35359
DB03956	HMDB01143
DB03956	HMDB01498
DB03974	HMDB00670
DB03977	HMDB01325
DB03983	HMDB02206
DB03983	HMDB03276
DB03983	HMDB12261
DB03983	HMDB59640
DB03989	HMDB00122
DB03989	HMDB00143
DB03989	HMDB00169
DB03989	HMDB00516
DB03989	HMDB01151
DB03989	HMDB03345
DB03989	HMDB03449
DB03989	HMDB12326
DB03989	HMDB33704
DB03993	HMDB00689
DB03994	HMDB00149
DB03995	HMDB29926
DB04005	HMDB00285
DB04022	HMDB59638
DB04027	HMDB00517
DB04027	HMDB03416
DB04031	HMDB01039
DB04031	HMDB02111
DB04034	HMDB00868
DB04038	HMDB00878
DB04045	HMDB01269
DB04045	HMDB02255
DB04045	HMDB02310
DB04046	HMDB29965
DB04051	HMDB02043
DB04052	HMDB32151
DB04056	HMDB01123
DB04062	HMDB00174
DB04062	HMDB00849
DB04062	HMDB03081
DB04062	HMDB29196
DB04062	HMDB59624
DB04062	HMDB59625
DB04066	HMDB02035
DB04066	HMDB30677
DB04071	HMDB39421
DB04072	HMDB06471
DB04074	HMDB00019
DB04075	HMDB01138
DB04077	HMDB00131
DB04093	HMDB30941
DB04099	HMDB01179
DB04100	HMDB01361
DB04104	HMDB11600
DB04110	HMDB59811
DB04113	HMDB31702
DB04115	HMDB03409
DB04115	HMDB41837
DB04116	HMDB00048
DB04116	HMDB02923
DB04116	HMDB06792
DB04116	HMDB38489
DB04120	HMDB00873
DB04122	HMDB01078
DB04122	HMDB01401
DB04122	HMDB03498
DB04124	HMDB30466
DB04127	HMDB00618
DB04127	HMDB01548
DB04137	HMDB01273
DB04141	HMDB31688
DB04151	HMDB00001
DB04153	HMDB04662
DB04156	HMDB00662
DB04160	HMDB00250
DB04166	HMDB01123
DB04167	HMDB06029
DB04173	HMDB00660
DB04178	HMDB08036
DB04179	HMDB32929
DB04183	HMDB00202
DB04185	HMDB13716
DB04193	HMDB00719
DB04200	HMDB35698
DB04200	HMDB35789
DB04202	HMDB33994
DB04207	HMDB00279
DB04214	HMDB60272
DB04216	HMDB05794
DB04219	HMDB01039
DB04219	HMDB02111
DB04224	HMDB00207
DB04224	HMDB00573
DB04231	HMDB01039
DB04231	HMDB02111
DB04242	HMDB00500
DB04248	HMDB01262
DB04248	HMDB06857
DB04248	HMDB38852
DB04252	HMDB00828
DB04257	HMDB03229
DB04257	HMDB12328
DB04257	HMDB60082
DB04261	HMDB03551
DB04265	HMDB00230
DB04265	HMDB00773
DB04267	HMDB33161
DB04272	HMDB00094
DB04275	HMDB01238
DB04277	HMDB00124
DB04279	HMDB12156
DB04284	HMDB04827
DB04286	HMDB00098
DB04286	HMDB00646
DB04286	HMDB12194
DB04290	HMDB01413
DB04293	HMDB14590
DB04299	HMDB00134
DB04299	HMDB00176
DB04300	HMDB01187
DB04304	HMDB00565
DB04304	HMDB00625
DB04304	HMDB03290
DB04315	HMDB01201
DB04319	HMDB00174
DB04319	HMDB00849
DB04319	HMDB03081
DB04319	HMDB29196
DB04319	HMDB59624
DB04319	HMDB59625
DB04325	HMDB12275
DB04325	HMDB60276
DB04326	HMDB01473
DB04327	HMDB08991
DB04327	HMDB60501
DB04329	HMDB34244
DB04335	HMDB00195
DB04335	HMDB03040
DB04339	HMDB29415
DB04342	HMDB15574
DB04343	HMDB00119
DB04348	HMDB00036
DB04348	HMDB00889
DB04348	HMDB00922
DB04349	HMDB01881
DB04349	HMDB06213
DB04351	HMDB00072
DB04351	HMDB00958
DB04352	HMDB00618
DB04352	HMDB01548
DB04355	HMDB00286
DB04355	HMDB00302
DB04355	HMDB60079
DB04364	HMDB03243
DB04365	HMDB30353
DB04370	HMDB00731
DB04372	HMDB08138
DB04375	HMDB01396
DB04377	HMDB00355
DB04377	HMDB59737
DB04380	HMDB01209
DB04381	HMDB34233
DB04382	HMDB12327
DB04388	HMDB02104
DB04397	HMDB01039
DB04397	HMDB02111
DB04398	HMDB00190
DB04398	HMDB01311
DB04400	HMDB00038
DB04401	HMDB01252
DB04417	HMDB01232
DB04418	HMDB00536
DB04418	HMDB59653
DB04419	HMDB01645
DB04422	HMDB00742
DB04423	HMDB02274
DB04423	HMDB06316
DB04428	HMDB01039
DB04428	HMDB02111
DB04428	HMDB02206
DB04428	HMDB12261
DB04428	HMDB59640
DB04440	HMDB29956
DB04444	HMDB00662
DB04444	HMDB01247
DB04445	HMDB03625
DB04445	HMDB12238
DB04445	HMDB59634
DB04447	HMDB13593
DB04454	HMDB00452
DB04454	HMDB00650
DB04454	HMDB61050
DB04455	HMDB00043
DB04455	HMDB59606
DB04457	HMDB01044
DB04464	HMDB01015
DB04465	HMDB00055
DB04465	HMDB00163
DB04465	HMDB00186
DB04465	HMDB29902
DB04465	HMDB29933
DB04465	HMDB33368
DB04465	HMDB37138
DB04465	HMDB41627
DB04468	HMDB60530
DB04473	HMDB00174
DB04473	HMDB00849
DB04473	HMDB03081
DB04473	HMDB29196
DB04473	HMDB59624
DB04473	HMDB59625
DB04481	HMDB02994
DB04481	HMDB04136
DB04485	HMDB00273
DB04485	HMDB15394
DB04492	HMDB00781
DB04493	HMDB03971
DB04493	HMDB06873
DB04494	HMDB01039
DB04494	HMDB02111
DB04510	HMDB00807
DB04510	HMDB60180
DB04512	HMDB31860
DB04515	HMDB33789
DB04519	HMDB00482
DB04522	HMDB00272
DB04522	HMDB01721
DB04524	HMDB01175
DB04526	HMDB29952
DB04537	HMDB13318
DB04540	HMDB00067
DB04551	HMDB01058
DB04551	HMDB06872
DB04551	HMDB60444
DB04552	HMDB15573
DB04553	HMDB00005
DB04555	HMDB01546
DB04557	HMDB01043
DB04562	HMDB31193
DB04564	HMDB00150
DB04566	HMDB00175
DB04569	HMDB41485
DB04570	HMDB15574
DB04571	HMDB15575
DB04572	HMDB15576
DB04573	HMDB00153
DB04573	HMDB00347
DB04573	HMDB00356
DB04573	HMDB00431
DB04574	HMDB01425
DB04575	HMDB15579
DB04586	HMDB32059
DB04594	HMDB00428
DB04619	HMDB33910
DB04622	HMDB13253
DB04630	HMDB00037
DB04650	HMDB00030
DB04652	HMDB01547
DB04658	HMDB38594
DB04660	HMDB00086
DB04661	HMDB12318
DB04665	HMDB01218
DB04683	HMDB10631
DB04688	HMDB06406
DB04699	HMDB00549
DB04704	HMDB06283
DB04705	HMDB06247
DB04706	HMDB01496
DB04706	HMDB06119
DB04706	HMDB59592
DB04711	HMDB15581
DB04714	HMDB01347
DB04734	HMDB00634
DB04734	HMDB00749
DB04737	HMDB34666
DB04737	HMDB60486
DB04784	HMDB32619
DB04786	HMDB15582
DB04789	HMDB01396
DB04794	HMDB15583
DB04801	HMDB03231
DB04805	HMDB30520
DB04810	HMDB15531
DB04811	HMDB15531
DB04816	HMDB29752
DB04817	HMDB00588
DB04819	HMDB00492
DB04819	HMDB02306
DB04827	HMDB31219
DB04833	HMDB41921
DB04834	HMDB02500
DB04835	HMDB15584
DB04836	HMDB00492
DB04836	HMDB02306
DB04837	HMDB15585
DB04838	HMDB15586
DB04840	HMDB06543
DB04841	HMDB15589
DB04842	HMDB15590
DB04843	HMDB15591
DB04844	HMDB15592
DB04845	HMDB15593
DB04851	HMDB00094
DB04861	HMDB15594
DB04866	HMDB31784
DB04868	HMDB15595
DB04874	HMDB00051
DB04874	HMDB00492
DB04874	HMDB02306
DB04874	HMDB41827
DB04876	HMDB15596
DB04877	HMDB15597
DB04878	HMDB15598
DB04880	HMDB15599
DB04890	HMDB15600
DB04894	HMDB15601
DB04896	HMDB15602
DB04898	HMDB15603
DB04930	HMDB15604
DB04933	HMDB00588
DB04936	HMDB03418
DB04942	HMDB15605
DB04948	HMDB15606
DB04967	HMDB15607
DB04972	HMDB00492
DB04972	HMDB02306
DB04996	HMDB00042
DB04996	HMDB00051
DB04996	HMDB00492
DB04996	HMDB02306
DB04996	HMDB31404
DB04996	HMDB41827
DB05034	HMDB42057
DB05039	HMDB15608
DB05088	HMDB03276
DB05109	HMDB15609
DB05143	HMDB00588
DB05197	HMDB42013
DB05229	HMDB00588
DB05245	HMDB02659
DB05245	HMDB15610
DB05246	HMDB15611
DB05251	HMDB14365
DB05260	HMDB02878
DB05260	HMDB15612
DB05262	HMDB00786
DB05265	HMDB15613
DB05266	HMDB15614
DB05271	HMDB15615
DB05289	HMDB14850
DB05291	HMDB14426
DB05296	HMDB00042
DB05302	HMDB00492
DB05302	HMDB02306
DB05302	HMDB14842
DB05314	HMDB01903
DB05316	HMDB00956
DB05316	HMDB29878
DB05316	HMDB59916
DB05318	HMDB02227
DB05339	HMDB00492
DB05339	HMDB02306
DB05340	HMDB00588
DB05347	HMDB14925
DB05379	HMDB15064
DB05381	HMDB00492
DB05381	HMDB00870
DB05381	HMDB02306
DB05381	HMDB60263
DB05382	HMDB00675
DB05383	HMDB00492
DB05383	HMDB02306
DB05384	HMDB31647
DB05389	HMDB01039
DB05389	HMDB01377
DB05389	HMDB02077
DB05389	HMDB02111
DB05428	HMDB00042
DB05436	HMDB01890
DB05446	HMDB04662
DB05456	HMDB08100
DB05461	HMDB00492
DB05461	HMDB01039
DB05461	HMDB02111
DB05461	HMDB02306
DB05482	HMDB60510
DB05488	HMDB14677
DB05494	HMDB00089
DB05494	HMDB15122
DB05508	HMDB00492
DB05508	HMDB02306
DB05508	HMDB14842
DB05521	HMDB15616
DB05630	HMDB00588
DB05630	HMDB01039
DB05630	HMDB02111
DB05630	HMDB04118
DB05630	HMDB15617
DB05708	HMDB00492
DB05708	HMDB02306
DB05738	HMDB00492
DB05738	HMDB02306
DB05790	HMDB00492
DB05790	HMDB02306
DB05792	HMDB00492
DB05792	HMDB02306
DB05804	HMDB01032
DB05837	HMDB00492
DB05837	HMDB02306
DB05891	HMDB00492
DB05891	HMDB00870
DB05891	HMDB02306
DB05891	HMDB60263
DB06144	HMDB15618
DB06147	HMDB15619
DB06148	HMDB15620
DB06150	HMDB15621
DB06151	HMDB01890
DB06155	HMDB15623
DB06196	HMDB15624
DB06209	HMDB15625
DB06216	HMDB00134
DB06216	HMDB00176
DB06262	HMDB15627
DB06267	HMDB15628
DB06268	HMDB15629
DB06274	HMDB15631
DB06287	HMDB15632
DB06288	HMDB15633
DB06292	HMDB01039
DB06292	HMDB01881
DB06292	HMDB02111
DB06292	HMDB06213
DB06335	HMDB15634
DB06402	HMDB00492
DB06402	HMDB02306
DB06590	HMDB60581
DB06594	HMDB15636
DB06684	HMDB15637
DB06689	HMDB00149
DB06689	HMDB00207
DB06689	HMDB00573
DB06689	HMDB15638
DB06691	HMDB15639
DB06694	HMDB15640
DB06695	HMDB15641
DB06696	HMDB15642
DB06697	HMDB15643
DB06698	HMDB15644
DB06699	HMDB15645
DB06700	HMDB15646
DB06700	HMDB60532
DB06701	HMDB14566
DB06701	HMDB15647
DB06702	HMDB15648
DB06703	HMDB15649
DB06705	HMDB00588
DB06705	HMDB01039
DB06705	HMDB02111
DB06705	HMDB15650
DB06706	HMDB15651
DB06707	HMDB02832
DB06707	HMDB15652
DB06708	HMDB15653
DB06709	HMDB15654
DB06710	HMDB15655
DB06711	HMDB15656
DB06712	HMDB15657
DB06713	HMDB15658
DB06714	HMDB15659
DB06715	HMDB00586
DB06715	HMDB12238
DB06715	HMDB59634
DB06716	HMDB15661
DB06717	HMDB15662
DB06718	HMDB03116
DB06723	HMDB01039
DB06723	HMDB01247
DB06723	HMDB02111
DB06725	HMDB15666
DB06728	HMDB03012
DB06729	HMDB15667
DB06730	HMDB15668
DB06731	HMDB60551
DB06738	HMDB41913
DB06743	HMDB36862
DB06744	HMDB36861
DB06745	HMDB36860
DB06746	HMDB29605
DB06747	HMDB30042
DB06748	HMDB34996
DB06751	HMDB15669
DB06766	HMDB15670
DB06768	HMDB00051
DB06768	HMDB00190
DB06768	HMDB01311
DB06768	HMDB15671
DB06768	HMDB41827
DB06770	HMDB03119
DB06772	HMDB15672
DB06775	HMDB15673
DB06777	HMDB00361
DB06777	HMDB00384
DB06777	HMDB00514
DB06777	HMDB00518
DB06777	HMDB00686
DB06777	HMDB00946
DB06781	HMDB15676
DB06781	HMDB61149
DB06782	HMDB15677
DB06802	HMDB15678
DB06803	HMDB15679
DB06804	HMDB15680
DB06809	HMDB15681
DB06810	HMDB15682
DB06870	HMDB04626
DB06894	HMDB11626
DB06926	HMDB04667
DB06973	HMDB32133
DB06987	HMDB01924
DB07060	HMDB00671
DB07069	HMDB06116
DB07109	HMDB00955
DB07111	HMDB60049
DB07118	HMDB59622
DB07129	HMDB14523
DB07172	HMDB05081
DB07177	HMDB02341
DB07177	HMDB03175
DB07302	HMDB04670
DB07302	HMDB10223
DB07338	HMDB37112
DB07339	HMDB12884
DB07352	HMDB02124
DB07373	HMDB03422
DB07375	HMDB00899
DB07375	HMDB03769
DB07392	HMDB41830
DB07424	HMDB00586
DB07447	HMDB02961
DB07447	HMDB06770
DB07465	HMDB15634
DB07467	HMDB14946
DB07475	HMDB14334
DB07496	HMDB32066
DB07506	HMDB12127
DB07517	HMDB61112
DB07518	HMDB33373
DB07557	HMDB03759
DB07557	HMDB59652
DB07610	HMDB60497
DB07645	HMDB00792
DB07674	HMDB01460
DB07690	HMDB00348
DB07690	HMDB00411
DB07690	HMDB00438
DB07690	HMDB00478
DB07690	HMDB00626
DB07690	HMDB02585
DB07701	HMDB05041
DB07702	HMDB00153
DB07702	HMDB00347
DB07702	HMDB00356
DB07702	HMDB00431
DB07705	HMDB15259
DB07706	HMDB00338
DB07715	HMDB35214
DB07718	HMDB00707
DB07726	HMDB32062
DB07767	HMDB00954
DB07768	HMDB00234
DB07768	HMDB00628
DB07776	HMDB03075
DB07780	HMDB00961
DB07810	HMDB03306
DB07814	HMDB03559
DB07841	HMDB04486
DB07841	HMDB60108
DB07841	HMDB60109
DB07886	HMDB00063
DB07886	HMDB14879
DB07896	HMDB00822
DB07907	HMDB00711
DB07907	HMDB02264
DB07919	HMDB30311
DB07930	HMDB00387
DB07930	HMDB10728
DB07950	HMDB00197
DB07951	HMDB38666
DB07980	HMDB40292
DB07992	HMDB00682
DB08046	HMDB14455
DB08120	HMDB00985
DB08230	HMDB29620
DB08231	HMDB00806
DB08264	HMDB60335
DB08276	HMDB00662
DB08298	HMDB01923
DB08327	HMDB00130
DB08398	HMDB41008
DB08399	HMDB04215
DB08427	HMDB12283
DB08435	HMDB05079
DB08468	HMDB02899
DB08472	HMDB14615
DB08517	HMDB30090
DB08544	HMDB14615
DB08567	HMDB05010
DB08587	HMDB32616
DB08587	HMDB34069
DB08645	HMDB15156
DB08652	HMDB29739
DB08653	HMDB00303
DB08653	HMDB60064
DB08688	HMDB33713
DB08689	HMDB02012
DB08690	HMDB06709
DB08744	HMDB33349
DB08754	HMDB33026
DB08792	HMDB15684
DB08795	HMDB15685
DB08796	HMDB15686
DB08797	HMDB15687
DB08798	HMDB15688
DB08799	HMDB15689
DB08800	HMDB15690
DB08801	HMDB15691
DB08802	HMDB15692
DB08803	HMDB15693
DB08804	HMDB15694
DB08806	HMDB15695
DB08807	HMDB15696
DB08808	HMDB15697
DB08810	HMDB15698
DB08811	HMDB15699
DB08816	HMDB15702
DB08819	HMDB15704
DB08820	HMDB15705
DB08830	HMDB01264
DB08831	HMDB12327
DB08834	HMDB00874
DB08834	HMDB00951
DB08836	HMDB00492
DB08836	HMDB02306
DB08838	HMDB01432
DB08838	HMDB60259
DB08842	HMDB00201
DB08844	HMDB00289
DB08846	HMDB02899
DB08847	HMDB00725
DB08847	HMDB06055
DB08847	HMDB36576
DB08847	HMDB60460
DB08860	HMDB41991
DB08878	HMDB01833
DB08884	HMDB00588
DB08887	HMDB39530
DB08913	HMDB00492
DB08913	HMDB02306
DB08918	HMDB15602
DB08938	HMDB01039
DB08938	HMDB02111
DB08938	HMDB15456
DB08940	HMDB41914
DB08944	HMDB00094
DB08956	HMDB60407
DB08972	HMDB41895
DB08978	HMDB02500
DB08986	HMDB00492
DB08986	HMDB02306
DB08990	HMDB00492
DB08990	HMDB02306
DB08995	HMDB29548
DB09004	HMDB32216
DB09015	HMDB00586
