drugbank_id	mcule_id
DB01862	MCULE-8478921699
DB01874	MCULE-2798394676
DB01874	MCULE-5387475395
DB01874	MCULE-6630123609
DB01878	MCULE-7496069620
DB01880	MCULE-2069871168
DB01880	MCULE-7843599914
DB01884	MCULE-4089760641
DB01885	MCULE-7110178584
DB01885	MCULE-8968794764
DB01885	MCULE-9821020615
DB01890	MCULE-1590655725
DB01900	MCULE-4817136027
DB01904	MCULE-9129572486
DB01912	MCULE-7869708671
DB01917	MCULE-3098044935
DB01919	MCULE-4736782822
DB01920	MCULE-7291555260
DB01920	MCULE-8375112192
DB01924	MCULE-6084710046
DB01927	MCULE-4663973266
DB01936	MCULE-6940372378
DB01938	MCULE-6394983175
DB01942	MCULE-7175589186
DB01953	MCULE-4657429599
DB01955	MCULE-2010022287
DB01956	MCULE-6041857208
DB01957	MCULE-4606705291
DB01971	MCULE-7002606160
DB01972	MCULE-4942939208
DB01976	MCULE-3216119187
DB01979	MCULE-2996950876
DB01979	MCULE-9257991017
DB01982	MCULE-7930313634
DB01985	MCULE-6341483502
DB01986	MCULE-7165962283
DB01996	MCULE-7651055603
DB02000	MCULE-6322732346
DB02003	MCULE-8524562351
DB02020	MCULE-3512139734
DB02020	MCULE-4425847965
DB02021	MCULE-1034166283
DB02021	MCULE-2910701543
DB02021	MCULE-5139375035
DB02021	MCULE-7536379884
DB02021	MCULE-9963612530
DB02022	MCULE-7050395274
DB02024	MCULE-1670073750
DB02029	MCULE-2142424658
DB02032	MCULE-1716939647
DB02036	MCULE-4667565829
DB02037	MCULE-8219155230
DB02037	MCULE-9048194671
DB02045	MCULE-6547961798
DB02054	MCULE-8263489676
DB02054	MCULE-9535213423
DB02055	MCULE-9258708920
DB02060	MCULE-5664385838
DB02061	MCULE-2333127533
DB02061	MCULE-5999084403
DB02068	MCULE-3920398524
DB02068	MCULE-4971679857
DB02074	MCULE-7970410217
DB02078	MCULE-9670046114
DB02083	MCULE-2303978039
DB02083	MCULE-3368936600
DB02085	MCULE-8718774934
DB02085	MCULE-8788149299
DB02087	MCULE-4003409613
DB02095	MCULE-2273580482
DB02097	MCULE-1440805673
DB02097	MCULE-3044641322
DB02097	MCULE-3945147956
DB02100	MCULE-2996950876
DB02100	MCULE-9257991017
DB02101	MCULE-1034166283
DB02101	MCULE-2910701543
DB02101	MCULE-5139375035
DB02101	MCULE-7536379884
DB02101	MCULE-9963612530
DB02105	MCULE-2217464591
DB02107	MCULE-5992377656
DB02113	MCULE-9334168383
DB02114	MCULE-2931681430
DB02121	MCULE-2712067671
DB02126	MCULE-8546356772
DB02129	MCULE-8091289320
DB02130	MCULE-2100634717
DB02130	MCULE-2667517874
DB02134	MCULE-6687728468
DB02138	MCULE-4843386706
DB02145	MCULE-1571156443
DB02153	MCULE-5293441756
DB02153	MCULE-7783679200
DB02159	MCULE-4464598400
DB02159	MCULE-5574440784
DB02159	MCULE-6582852191
DB02163	MCULE-6517901524
DB02165	MCULE-6561885094
DB02165	MCULE-9788063146
DB02167	MCULE-1371350024
DB02167	MCULE-6789128261
DB02174	MCULE-1418655814
DB02174	MCULE-7870225738
DB02174	MCULE-8718820108
DB02175	MCULE-5893043131
DB02176	MCULE-8295936189
DB02178	MCULE-3725701027
DB02192	MCULE-8439044075
DB02198	MCULE-1503716137
DB02201	MCULE-5893043131
DB02203	MCULE-7494613383
DB02215	MCULE-1814612888
DB02215	MCULE-5544974362
DB02215	MCULE-6100840153
DB02216	MCULE-7668628251
DB02224	MCULE-2394173874
DB02224	MCULE-2692728789
DB02224	MCULE-3125649015
DB02224	MCULE-4254870575
DB02224	MCULE-4871721304
DB02224	MCULE-6492663627
DB02232	MCULE-9007211544
DB02235	MCULE-1424242968
DB02235	MCULE-2810141962
DB02239	MCULE-1392778065
DB02242	MCULE-6857024600
DB02249	MCULE-4311513289
DB02256	MCULE-1366297741
DB02256	MCULE-2008611648
DB02256	MCULE-4086660380
DB02256	MCULE-7300573159
DB02256	MCULE-8416854759
DB02256	MCULE-8621978493
DB02256	MCULE-8742018477
DB02256	MCULE-8951246419
DB02256	MCULE-9715340545
DB02262	MCULE-1013719295
DB02266	MCULE-8606118307
DB02280	MCULE-3206518139
DB02280	MCULE-7845432123
DB02296	MCULE-7411270401
DB02297	MCULE-4760639905
DB02327	MCULE-7605038595
DB02335	MCULE-8661435859
DB02335	MCULE-9984008966
DB02352	MCULE-1376535850
DB02362	MCULE-3535374816
DB02365	MCULE-2911225521
DB02372	MCULE-3866178608
DB02373	MCULE-9788063146
DB02379	MCULE-3577973754
DB02379	MCULE-3846926665
DB02379	MCULE-4260589665
DB02385	MCULE-4858540073
DB02386	MCULE-4918362929
DB02387	MCULE-1870924489
DB02399	MCULE-2198142963
DB02403	MCULE-8877890819
DB02406	MCULE-2333640078
DB02415	MCULE-7963242650
DB02417	MCULE-9995204022
DB02419	MCULE-9475430431
DB02428	MCULE-3726057149
DB02434	MCULE-2208395467
DB02435	MCULE-3156148976
DB02435	MCULE-8108260457
DB02453	MCULE-2330830088
DB02453	MCULE-9788063146
DB02464	MCULE-6894874255
DB02467	MCULE-1424242968
DB02467	MCULE-2810141962
DB02481	MCULE-4418545200
DB02489	MCULE-9120105382
DB02507	MCULE-1618253893
DB02507	MCULE-2794487450
DB02509	MCULE-2737198453
DB02513	MCULE-1453057719
DB02517	MCULE-4203507491
DB02517	MCULE-9447720868
DB02518	MCULE-6844686208
DB02530	MCULE-7613134021
DB02531	MCULE-7783770647
DB02533	MCULE-8251830457
DB02534	MCULE-3496703080
DB02546	MCULE-4234367506
DB02556	MCULE-4249753593
DB02556	MCULE-4509365715
DB02556	MCULE-5960921520
DB02576	MCULE-6406041538
DB02576	MCULE-8212000072
DB02579	MCULE-9352227082
DB02586	MCULE-9044703444
DB02594	MCULE-2040549804
DB02594	MCULE-2348392766
DB02594	MCULE-5684041525
DB02600	MCULE-4540641587
DB02600	MCULE-9349996802
DB02601	MCULE-3619505381
DB02601	MCULE-3842441492
DB02601	MCULE-5835109660
DB02601	MCULE-7930915902
DB02606	MCULE-5005120003
DB02606	MCULE-6063716138
DB02606	MCULE-6785232833
DB02624	MCULE-1366805966
DB02624	MCULE-4434379753
DB02624	MCULE-7924572479
DB02624	MCULE-8903471982
DB02632	MCULE-5715445270
DB02632	MCULE-8546889794
DB02637	MCULE-6059222019
DB02639	MCULE-7057545401
DB02639	MCULE-8594626942
DB02639	MCULE-9810764924
DB02648	MCULE-6432281267
DB02649	MCULE-1168254626
DB02655	MCULE-3710241722
DB02655	MCULE-7899824165
DB02655	MCULE-8102700760
DB02655	MCULE-9328817309
DB02659	MCULE-7032345049
DB02659	MCULE-9639307076
DB02665	MCULE-4252215835
DB02665	MCULE-7015811838
DB02665	MCULE-7453146081
DB02671	MCULE-1857627459
DB02678	MCULE-2592797117
DB02678	MCULE-7966665471
DB02678	MCULE-8889939994
DB02678	MCULE-9890197257
DB02679	MCULE-9026610515
DB02680	MCULE-7187890602
DB02685	MCULE-1997175050
DB02691	MCULE-2417731672
DB02691	MCULE-6228555987
DB02691	MCULE-7589543839
DB02691	MCULE-7956718357
DB02697	MCULE-1312472877
DB02701	MCULE-3532732201
DB02703	MCULE-4654267035
DB02709	MCULE-4334386251
DB02713	MCULE-5811325186
DB02724	MCULE-3117305964
DB02728	MCULE-2026200016
DB02731	MCULE-7569539735
DB02731	MCULE-8297385152
DB02736	MCULE-9280264861
DB02740	MCULE-1997278353
DB02740	MCULE-4353856647
DB02743	MCULE-2333127533
DB02743	MCULE-5999084403
DB02745	MCULE-1820666412
DB02745	MCULE-2717136969
DB02745	MCULE-5010490355
DB02745	MCULE-6302309519
DB02745	MCULE-6437911870
DB02745	MCULE-7064493694
DB02745	MCULE-7324992333
DB02745	MCULE-8665263041
DB02745	MCULE-8669087971
DB02745	MCULE-8811658333
DB02746	MCULE-4747891013
DB02749	MCULE-5755495845
DB02750	MCULE-1666411258
DB02750	MCULE-1896679526
DB02750	MCULE-6337217524
DB02750	MCULE-7569539735
DB02750	MCULE-9147562606
DB02751	MCULE-8327589872
DB02752	MCULE-4448198256
DB02752	MCULE-5376820896
DB02752	MCULE-8557454508
DB02756	MCULE-8915753782
DB02757	MCULE-9342475145
DB02758	MCULE-4395981703
DB02764	MCULE-3465692202
DB02771	MCULE-3947157412
DB02772	MCULE-2194139384
DB02773	MCULE-5882985924
DB02774	MCULE-5166824786
DB02789	MCULE-4006235073
DB02789	MCULE-4269813571
DB02795	MCULE-7627915900
DB02797	MCULE-5274072826
DB02810	MCULE-7776883622
DB02815	MCULE-7457676330
DB02826	MCULE-6071426098
DB02831	MCULE-5726619687
DB02839	MCULE-8411449236
DB02840	MCULE-4278634213
DB02846	MCULE-3895380806
DB02846	MCULE-4243406881
DB02846	MCULE-6095527710
DB02846	MCULE-9117444908
DB02846	MCULE-9622331370
DB02853	MCULE-1020921088
DB02853	MCULE-2229401513
DB02853	MCULE-5856142508
DB02857	MCULE-2959607047
DB02857	MCULE-3042690743
DB02857	MCULE-4083466647
DB02857	MCULE-4525614778
DB02857	MCULE-4775367600
DB02857	MCULE-7026422957
DB02857	MCULE-8920416237
DB02857	MCULE-9419340051
DB02857	MCULE-9538702524
DB02857	MCULE-9684830719
DB02866	MCULE-1746506276
DB02893	MCULE-3383932641
DB02893	MCULE-5626142345
DB02893	MCULE-7228063662
DB02893	MCULE-9944164883
DB02901	MCULE-4205911962
DB02901	MCULE-5987413622
DB02909	MCULE-3645645684
DB02909	MCULE-9861309503
DB02920	MCULE-6561885094
DB02932	MCULE-1236485515
DB02935	MCULE-8598811835
DB02938	MCULE-1489137568
DB02945	MCULE-7930313634
DB02952	MCULE-4254251799
DB02959	MCULE-1328548007
DB02959	MCULE-6151371009
DB02959	MCULE-6968549091
DB02959	MCULE-7974218863
DB02961	MCULE-6097578080
DB02967	MCULE-9216989340
DB02969	MCULE-7651382617
DB02972	MCULE-8389841254
DB02995	MCULE-7654331405
DB03002	MCULE-3055280208
DB03018	MCULE-3181938394
DB03029	MCULE-2208963094
DB03034	MCULE-5746531107
DB03040	MCULE-5696288379
DB03048	MCULE-1559244599
DB03051	MCULE-5387481824
DB03052	MCULE-3152268341
DB03052	MCULE-4707044587
DB03056	MCULE-6651330610
DB03058	MCULE-3846662405
DB03066	MCULE-5387110670
DB03066	MCULE-8864689875
DB03073	MCULE-4624060050
DB03085	MCULE-9792551388
DB03087	MCULE-4481327190
DB03088	MCULE-4175874303
DB03088	MCULE-4204877494
DB03089	MCULE-3710241722
DB03089	MCULE-7899824165
DB03089	MCULE-8102700760
DB03089	MCULE-9328817309
DB03095	MCULE-8798436210
DB03096	MCULE-2887166131
DB03107	MCULE-1344289084
DB03109	MCULE-3769808111
DB03110	MCULE-3004295061
DB03119	MCULE-4643148765
DB03120	MCULE-1176533515
DB03125	MCULE-6670904388
DB03127	MCULE-1587481203
DB03127	MCULE-3828251614
DB03132	MCULE-5558773474
DB03138	MCULE-1858636187
DB03140	MCULE-9853890632
DB03142	MCULE-6940372378
DB03143	MCULE-4020281400
DB03149	MCULE-4230256436
DB03156	MCULE-7930313634
DB03166	MCULE-8295936189
DB03175	MCULE-6252105126
DB03177	MCULE-9032121446
DB03180	MCULE-2184852546
DB03193	MCULE-5127577640
DB03201	MCULE-1666411258
DB03201	MCULE-1896679526
DB03201	MCULE-6337217524
DB03201	MCULE-9147562606
DB03209	MCULE-4740244915
DB03209	MCULE-6395275914
DB03210	MCULE-5126543796
DB03226	MCULE-5503592317
DB03238	MCULE-2139242004
DB03243	MCULE-1284662768
DB03243	MCULE-7721713397
DB03246	MCULE-6940372378
DB03252	MCULE-1814780282
DB03252	MCULE-3226089160
DB03252	MCULE-6537319758
DB03252	MCULE-7646209988
DB03253	MCULE-5505144820
DB03253	MCULE-7325312327
DB03255	MCULE-9943948107
DB03256	MCULE-5270742619
DB03260	MCULE-3766020930
DB03266	MCULE-6802048757
DB03270	MCULE-4194664069
DB03278	MCULE-9009953851
DB03283	MCULE-2639086971
DB03283	MCULE-2813685693
DB03283	MCULE-2970134024
DB03283	MCULE-3786615821
DB03283	MCULE-5232225691
DB03283	MCULE-5873973591
DB03283	MCULE-7773504154
DB03283	MCULE-8022241440
DB03283	MCULE-8713847175
DB03283	MCULE-9086198168
DB03298	MCULE-2929032873
DB03309	MCULE-1130417163
DB03310	MCULE-2996449929
DB03310	MCULE-3422431705
DB03310	MCULE-4881876903
DB03314	MCULE-6908956290
DB03316	MCULE-5088019198
DB03320	MCULE-1867799207
DB03320	MCULE-4853376364
DB03320	MCULE-9197553017
DB03322	MCULE-6124856976
DB03322	MCULE-7804628650
DB03323	MCULE-2333127533
DB03323	MCULE-5999084403
DB03329	MCULE-7596777399
DB03346	MCULE-3360018846
DB03357	MCULE-3206518139
DB03357	MCULE-7845432123
DB03360	MCULE-9022800854
DB03364	MCULE-8995512478
DB03374	MCULE-1965639885
DB03374	MCULE-2428039618
DB03374	MCULE-3219127934
DB03379	MCULE-5647723204
DB03389	MCULE-2748557639
DB03389	MCULE-3308600336
DB03389	MCULE-3863845368
DB03389	MCULE-5117456353
DB03389	MCULE-5867688200
DB03389	MCULE-6170420366
DB03389	MCULE-9012637888
DB03389	MCULE-9608505112
DB03389	MCULE-9731791240
DB03400	MCULE-3130199239
DB03409	MCULE-7004970623
DB03419	MCULE-1147953020
DB03422	MCULE-3576531022
DB03422	MCULE-6783174927
DB03432	MCULE-5638884438
DB03434	MCULE-9768701257
DB03440	MCULE-1871722116
DB03454	MCULE-5410704360
DB03462	MCULE-6356243926
DB03463	MCULE-3769448716
DB03467	MCULE-5489217450
DB03467	MCULE-5852778653
DB03485	MCULE-2639086971
DB03485	MCULE-2813685693
DB03485	MCULE-2970134024
DB03485	MCULE-3786615821
DB03485	MCULE-5232225691
DB03485	MCULE-5873973591
DB03485	MCULE-7773504154
DB03485	MCULE-8022241440
DB03485	MCULE-8713847175
DB03485	MCULE-9086198168
DB03492	MCULE-8524562351
DB03499	MCULE-2239273084
DB03499	MCULE-4984266891
DB03499	MCULE-5852208511
DB03499	MCULE-8865188741
DB03499	MCULE-9924961830
DB03511	MCULE-7930313634
DB03512	MCULE-9788063146
DB03514	MCULE-4834642824
DB03519	MCULE-4690406880
DB03519	MCULE-5263067403
DB03528	MCULE-2748108750
DB03528	MCULE-4219451083
DB03528	MCULE-4739150481
DB03528	MCULE-5682876196
DB03528	MCULE-5882466362
DB03528	MCULE-6268373280
DB03528	MCULE-7071766082
DB03528	MCULE-7671875172
DB03528	MCULE-7821885333
DB03528	MCULE-9546992456
DB03540	MCULE-2467634489
DB03552	MCULE-1870924489
DB03553	MCULE-4286022994
DB03554	MCULE-9099154084
DB03560	MCULE-3788300475
DB03561	MCULE-3136361765
DB03563	MCULE-7442374993
DB03567	MCULE-3769808111
DB03568	MCULE-4116382006
DB03574	MCULE-3117305964
DB03577	MCULE-8189040394
DB03588	MCULE-3885159333
DB03588	MCULE-9688268540
DB03590	MCULE-5199298661
DB03590	MCULE-7900876168
DB03600	MCULE-3914949169
DB03601	MCULE-5306878717
DB03610	MCULE-3925033033
DB03619	MCULE-2553099876
DB03619	MCULE-3393759799
DB03635	MCULE-4408374633
DB03636	MCULE-1048848056
DB03636	MCULE-2174395809
DB03640	MCULE-9532787420
DB03644	MCULE-1178445402
DB03650	MCULE-3478433468
DB03651	MCULE-8917344355
DB03652	MCULE-7930313634
DB03659	MCULE-4233278050
DB03661	MCULE-3360025136
DB03669	MCULE-7177685997
DB03671	MCULE-5993142660
DB03673	MCULE-3785172886
DB03673	MCULE-8908733986
DB03674	MCULE-7569539735
DB03681	MCULE-7728164114
DB03694	MCULE-6207378439
DB03696	MCULE-6692951185
DB03700	MCULE-1563595722
DB03700	MCULE-9284411012
DB03700	MCULE-9531951265
DB03703	MCULE-8217921343
DB03709	MCULE-4763691774
DB03715	MCULE-1292711626
DB03719	MCULE-6160962792
DB03728	MCULE-2882010588
DB03733	MCULE-3493741440
DB03740	MCULE-3769808111
DB03741	MCULE-5615925204
DB03741	MCULE-6581991788
DB03750	MCULE-5805071360
DB03754	MCULE-7300085951
DB03765	MCULE-7837147222
DB03766	MCULE-2199051150
DB03773	MCULE-2639086971
DB03773	MCULE-2813685693
DB03773	MCULE-2970134024
DB03773	MCULE-3786615821
DB03773	MCULE-5232225691
DB03773	MCULE-5873973591
DB03773	MCULE-7773504154
DB03773	MCULE-8022241440
DB03773	MCULE-8713847175
DB03773	MCULE-9086198168
DB03775	MCULE-9561288488
DB03780	MCULE-8431522974
DB03783	MCULE-2069106916
DB03789	MCULE-6619799827
DB03790	MCULE-3558725435
DB03790	MCULE-8107053430
DB03792	MCULE-8766220931
DB03793	MCULE-4467353796
DB03796	MCULE-1361949901
DB03814	MCULE-2780053976
DB03815	MCULE-2198142963
DB03817	MCULE-1239764966
DB03817	MCULE-7713366571
DB03819	MCULE-1133383897
DB03825	MCULE-3872208936
DB03825	MCULE-8112735068
DB03825	MCULE-8855844149
DB03826	MCULE-2307916634
DB03826	MCULE-6597707044
DB03826	MCULE-8340517997
DB03839	MCULE-1694199256
DB03839	MCULE-2932088896
DB03839	MCULE-7719741497
DB03839	MCULE-8059108702
DB03840	MCULE-9788063146
DB03843	MCULE-1476806907
DB03854	MCULE-3785554987
DB03856	MCULE-9516392560
DB03867	MCULE-1500027319
DB03871	MCULE-8524562351
DB03882	MCULE-5056598626
DB03882	MCULE-6366002920
DB03884	MCULE-9935480822
DB03894	MCULE-8317750203
DB03894	MCULE-9216644373
DB03897	MCULE-6058509896
DB03900	MCULE-2451492095
DB03902	MCULE-6647815245
DB03904	MCULE-8513891094
DB03911	MCULE-2748557639
DB03911	MCULE-3308600336
DB03911	MCULE-3863845368
DB03911	MCULE-5117456353
DB03911	MCULE-5867688200
DB03911	MCULE-6170420366
DB03911	MCULE-9012637888
DB03911	MCULE-9608505112
DB03911	MCULE-9731791240
DB03924	MCULE-9729305855
DB03926	MCULE-5056598626
DB03926	MCULE-6366002920
DB03929	MCULE-6118038121
DB03929	MCULE-6460387318
DB03929	MCULE-8560981570
DB03940	MCULE-4442165428
DB03941	MCULE-1814167078
DB03943	MCULE-1395307434
DB03943	MCULE-1868046141
DB03943	MCULE-6923060287
DB03946	MCULE-8964889860
DB03989	MCULE-3577973754
DB03989	MCULE-3846926665
DB03989	MCULE-4260589665
DB03993	MCULE-7691755837
DB03994	MCULE-5175116598
DB04018	MCULE-1974434339
DB04026	MCULE-4087674114
DB04027	MCULE-1290049418
DB04027	MCULE-3125760737
DB04029	MCULE-2610261909
DB04029	MCULE-7119612436
DB04029	MCULE-9635114334
DB04031	MCULE-9788063146
DB04037	MCULE-3577947109
DB04038	MCULE-3600015331
DB04038	MCULE-4740481453
DB04046	MCULE-2996950876
DB04046	MCULE-9257991017
DB04048	MCULE-7947685696
DB04048	MCULE-9370944250
DB04051	MCULE-5972199258
DB04052	MCULE-1568356481
DB04056	MCULE-8970106555
DB04058	MCULE-1920028250
DB04058	MCULE-4234577728
DB04058	MCULE-4938301418
DB04058	MCULE-8566868807
DB04062	MCULE-2639086971
DB04062	MCULE-2813685693
DB04062	MCULE-2970134024
DB04062	MCULE-3786615821
DB04062	MCULE-5232225691
DB04062	MCULE-5873973591
DB04062	MCULE-7773504154
DB04062	MCULE-8022241440
DB04062	MCULE-8713847175
DB04062	MCULE-9086198168
DB04066	MCULE-2590309260
DB04066	MCULE-9551292063
DB04075	MCULE-4246221126
DB04075	MCULE-5623672193
DB04075	MCULE-6828522418
DB04075	MCULE-7234857249
DB04077	MCULE-6349111826
DB04080	MCULE-3483592840
DB04093	MCULE-2842613213
DB04094	MCULE-6328537335
DB04104	MCULE-5086156902
DB04110	MCULE-4558023540
DB04115	MCULE-4892227388
DB04115	MCULE-8261808830
DB04145	MCULE-4350730997
DB04156	MCULE-2361956978
DB04161	MCULE-3730796130
DB04166	MCULE-8970106555
DB04167	MCULE-1934887222
DB04168	MCULE-1325908642
DB04171	MCULE-4076270773
DB04171	MCULE-9925925283
DB04173	MCULE-2893373023
DB04177	MCULE-1542720935
DB04183	MCULE-7232226851
DB04185	MCULE-4690406880
DB04185	MCULE-5263067403
DB04193	MCULE-9642233758
DB04194	MCULE-5834022285
DB04208	MCULE-7250132283
DB04213	MCULE-7021945009
DB04214	MCULE-5038636902
DB04216	MCULE-2433372790
DB04219	MCULE-9788063146
DB04223	MCULE-1213701360
DB04224	MCULE-9547538729
DB04231	MCULE-9788063146
DB04242	MCULE-1367764897
DB04252	MCULE-1014975815
DB04252	MCULE-2523426634
DB04252	MCULE-5673284247
DB04267	MCULE-1484050836
DB04271	MCULE-6003338657
DB04272	MCULE-7981253226
DB04274	MCULE-2337043419
DB04275	MCULE-4114943625
DB04286	MCULE-2748557639
DB04286	MCULE-3308600336
DB04286	MCULE-3863845368
DB04286	MCULE-5117456353
DB04286	MCULE-5867688200
DB04286	MCULE-6170420366
DB04286	MCULE-9012637888
DB04286	MCULE-9608505112
